age,job,marital,education,default,balance,housing,loan,day_of_week,month,duration,campaign,pdays,previous,y
37,management,married,tertiary,no,90,no,no,8,jun,121,2,-1,0,no
34,technician,single,tertiary,no,3807,yes,no,30,apr,483,1,-1,0,yes
57,retired,married,secondary,no,481,no,no,22,jun,168,3,-1,0,no
38,,married,,no,1958,no,no,31,jun,172,1,-1,0,no
56,technician,married,secondary,no,214,no,no,7,apr,153,4,-1,0,no
42,entrepreneur,married,secondary,no,300,yes,no,7,may,119,2,-1,0,no
39,management,married,tertiary,no,-161,no,no,17,jul,242,1,-1,0,no
36,self-employed,married,tertiary,no,1193,no,no,19,aug,389,1,0,0,yes
33,technician,married,secondary,no,589,yes,no,6,jun,226,3,-1,0,no
46,management,married,tertiary,no,3,no,no,27,jun,427,1,-1,0,no
35,blue-collar,married,primary,no,557,yes,no,20,nov,341,5,-1,0,no
32,technician,married,secondary,no,341,yes,no,8,may,283,4,-1,0,no
28,technician,single,tertiary,no,578,no,no,17,nov,616,1,156,1,yes
36,management,married,tertiary,no,327,no,no,22,aug,113,1,-1,0,no
48,services,married,secondary,no,316,yes,no,29,apr,130,1,-1,0,no
22,services,single,secondary,no,833,no,no,13,may,302,1,97,1,yes
33,services,married,secondary,no,338,no,no,30,may,97,3,-1,0,no
54,management,married,tertiary,no,3039,yes,no,20,nov,142,1,-1,0,no
36,technician,married,secondary,no,232,no,yes,20,jul,127,1,-1,0,no
35,blue-collar,married,secondary,no,487,no,no,8,jul,408,2,-1,0,no
29,services,married,secondary,no,34,yes,yes,23,jul,231,1,-1,0,no
28,management,single,tertiary,no,-18,yes,no,2,jun,767,2,-1,0,no
42,admin.,married,secondary,no,113,yes,no,16,may,418,1,-1,0,no
55,blue-collar,married,secondary,no,1738,yes,no,18,may,432,1,-1,0,no
21,blue-collar,single,secondary,no,11,yes,no,15,may,115,2,-1,0,no
34,management,single,tertiary,no,334,no,no,19,nov,23,1,-1,0,no
52,management,married,secondary,no,581,no,no,4,jun,310,5,-1,0,no
48,services,married,secondary,no,2743,no,no,21,nov,223,1,147,1,no
40,technician,married,secondary,no,6,yes,yes,23,jul,185,1,-1,0,no
42,management,married,tertiary,no,486,no,no,15,may,109,7,-1,0,no
47,technician,married,secondary,no,521,yes,no,6,jan,382,2,204,7,no
34,management,married,tertiary,no,639,yes,no,20,nov,258,2,101,2,no
45,management,married,tertiary,no,497,yes,no,23,jul,159,3,-1,0,no
38,entrepreneur,married,tertiary,no,2089,no,no,20,jul,128,1,-1,0,no
31,blue-collar,married,primary,no,169,no,no,15,jul,361,8,-1,0,no
53,self-employed,married,secondary,no,408,yes,no,27,may,103,2,-1,0,no
43,admin.,married,secondary,no,497,no,no,9,jun,151,7,-1,0,no
32,technician,single,secondary,no,315,yes,no,16,may,117,1,-1,0,no
56,retired,married,secondary,no,704,no,no,3,jun,338,1,-1,0,yes
35,blue-collar,married,secondary,no,458,yes,no,17,nov,12,1,-1,0,no
44,admin.,married,secondary,no,829,yes,no,6,may,135,1,-1,0,no
25,technician,single,secondary,no,865,yes,no,21,jan,344,2,258,6,no
40,management,married,tertiary,no,123,no,no,27,jun,62,8,-1,0,no
56,management,married,tertiary,no,12,no,no,23,aug,126,3,-1,0,no
34,management,single,tertiary,no,2856,no,no,27,jul,286,1,-1,0,yes
29,management,single,tertiary,no,1509,yes,no,17,nov,492,1,-1,0,yes
29,services,single,secondary,no,673,yes,no,15,jul,460,3,-1,0,yes
48,blue-collar,married,primary,no,306,yes,no,21,jul,411,2,-1,0,no
32,admin.,single,secondary,no,207,no,no,28,jun,149,2,-1,0,no
35,management,married,tertiary,no,246,no,no,15,may,105,2,-1,0,no
36,admin.,married,secondary,no,-130,yes,no,21,nov,394,2,-1,0,no
57,retired,married,secondary,no,-280,yes,no,4,may,197,1,-1,0,no
42,,married,secondary,no,269,no,no,28,apr,64,2,-1,0,no
56,management,married,tertiary,no,522,yes,no,6,may,214,2,-1,0,no
32,blue-collar,married,secondary,no,409,yes,no,20,may,451,5,-1,0,no
32,technician,married,secondary,no,222,yes,no,19,apr,319,1,158,1,no
50,blue-collar,married,secondary,no,921,yes,no,22,jul,170,2,-1,0,no
52,technician,married,secondary,no,1136,yes,no,15,may,72,1,-1,0,no
55,technician,married,secondary,no,2464,no,no,11,may,71,5,134,1,no
44,entrepreneur,married,secondary,no,767,yes,no,19,nov,110,2,-1,0,no
71,retired,married,secondary,no,3068,no,no,20,oct,171,5,183,6,yes
45,blue-collar,married,secondary,no,-402,yes,no,17,may,235,3,-1,0,no
49,services,married,secondary,no,684,yes,no,12,jun,205,2,-1,0,no
49,blue-collar,married,secondary,no,-170,no,no,6,jun,162,2,-1,0,no
44,admin.,married,secondary,no,571,yes,no,17,nov,46,5,149,2,no
72,retired,married,secondary,no,791,no,no,23,aug,295,5,-1,0,no
42,technician,married,tertiary,no,912,no,no,8,jul,67,1,-1,0,no
32,services,single,secondary,no,114,yes,no,22,aug,172,2,-1,0,no
30,admin.,single,secondary,no,31,yes,no,5,apr,306,2,330,1,no
40,self-employed,married,tertiary,no,1930,yes,no,23,may,162,1,-1,0,no
32,blue-collar,married,primary,no,853,yes,no,28,jan,127,2,246,4,no
38,blue-collar,married,secondary,no,630,no,no,24,jul,333,2,-1,0,no
60,management,married,tertiary,no,67,no,no,28,may,154,2,-1,0,no
56,management,married,tertiary,no,4506,no,no,6,aug,164,1,-1,0,no
37,technician,married,secondary,no,-3,no,no,6,jun,139,2,-1,0,no
43,self-employed,married,secondary,no,-25,no,no,8,jul,105,5,-1,0,no
37,blue-collar,married,primary,no,101,yes,no,15,apr,70,3,-1,0,no
50,management,married,tertiary,no,4629,no,no,23,nov,585,2,-1,0,no
56,unemployed,married,secondary,no,1016,no,no,4,aug,489,1,-1,0,yes
46,blue-collar,married,primary,no,79,no,no,4,jun,142,2,-1,0,no
55,retired,married,secondary,no,19,yes,no,21,jul,279,7,-1,0,no
46,technician,married,secondary,no,2004,no,no,17,jul,186,2,220,1,no
46,entrepreneur,married,secondary,no,237,no,no,20,jul,325,2,-1,0,no
47,technician,married,secondary,no,811,yes,no,6,feb,126,1,-1,0,no
37,technician,married,secondary,no,-82,yes,no,14,may,125,2,361,4,no
49,technician,married,secondary,no,480,yes,no,21,jun,218,1,-1,0,no
29,blue-collar,married,secondary,no,675,yes,yes,23,jul,662,2,-1,0,no
38,unemployed,married,secondary,no,257,no,no,22,nov,219,1,-1,0,no
51,services,married,secondary,no,-195,yes,no,3,jun,289,1,-1,0,no
38,management,married,tertiary,no,2496,no,no,2,feb,162,1,-1,0,no
33,technician,married,secondary,no,-8,no,no,6,jun,135,2,-1,0,no
45,technician,married,secondary,no,692,yes,no,15,may,440,2,-1,0,no
44,management,married,tertiary,no,2129,yes,no,5,feb,521,1,289,5,yes
33,blue-collar,married,primary,no,-273,yes,no,5,jun,108,1,-1,0,no
31,services,single,secondary,no,81,no,no,19,jun,123,1,-1,0,no
46,services,married,secondary,no,-11,yes,yes,4,jun,154,1,-1,0,no
37,management,married,tertiary,no,4706,yes,no,19,nov,163,2,196,8,no
42,entrepreneur,married,secondary,no,12,yes,no,17,nov,341,1,128,1,yes
36,admin.,married,secondary,no,121,no,no,26,jun,505,1,-1,0,no
39,management,married,tertiary,no,107,yes,no,9,may,336,2,390,1,no
44,blue-collar,married,primary,no,501,yes,yes,3,feb,258,3,209,2,no
32,blue-collar,married,secondary,no,-288,yes,no,18,may,640,4,-1,0,yes
44,management,married,tertiary,no,523,no,no,28,may,670,1,-1,0,yes
22,technician,single,secondary,no,440,yes,no,14,may,182,2,358,6,no
31,technician,single,tertiary,no,2664,no,no,6,aug,238,1,-1,0,yes
23,student,single,secondary,no,367,no,no,14,jun,657,3,-1,0,yes
40,management,married,tertiary,no,4409,no,no,2,aug,454,1,-1,0,yes
42,blue-collar,married,secondary,no,787,yes,no,20,nov,615,1,-1,0,yes
34,unemployed,married,secondary,no,852,no,no,17,jun,661,1,-1,0,no
34,technician,married,secondary,no,17,yes,no,17,may,193,2,-1,0,no
35,management,married,tertiary,no,409,no,yes,4,jul,120,2,-1,0,no
51,entrepreneur,married,tertiary,no,3625,yes,no,11,apr,558,1,261,1,yes
31,student,single,tertiary,no,722,no,no,21,may,150,4,-1,0,no
42,blue-collar,married,primary,no,408,yes,no,13,may,369,8,-1,0,no
62,management,married,tertiary,no,909,no,no,4,aug,89,2,-1,0,no
37,self-employed,married,secondary,no,-148,yes,no,5,jun,136,5,-1,0,no
33,technician,single,tertiary,no,3517,no,no,13,sep,441,3,-1,0,yes
33,management,single,tertiary,no,-338,no,no,26,may,125,4,-1,0,no
36,blue-collar,married,secondary,no,-80,no,yes,6,jul,261,1,-1,0,no
36,entrepreneur,married,secondary,no,13,no,no,23,jul,100,2,-1,0,no
40,services,married,secondary,no,669,no,no,11,jun,357,2,-1,0,yes
31,admin.,single,secondary,no,-11,yes,no,4,may,145,2,-1,0,no
37,admin.,married,secondary,no,1038,no,no,24,jun,126,7,-1,0,no
49,blue-collar,married,secondary,no,-293,yes,no,8,may,165,2,-1,0,no
40,management,married,tertiary,no,-135,no,no,21,jun,487,4,-1,0,no
40,management,married,tertiary,no,41,yes,no,21,apr,126,2,302,2,no
30,management,single,tertiary,no,215,yes,no,20,may,400,1,-1,0,yes
43,self-employed,married,tertiary,no,532,yes,no,19,jun,186,1,-1,0,no
48,technician,married,secondary,no,747,no,no,7,jun,155,3,-1,0,no
55,admin.,married,secondary,no,4880,no,no,24,nov,149,1,-1,0,no
42,management,married,tertiary,no,1,no,no,9,sep,216,3,101,1,no
31,technician,single,secondary,no,-341,yes,no,6,jun,324,2,-1,0,no
36,technician,married,tertiary,no,1041,yes,no,7,may,242,1,-1,0,no
38,management,married,tertiary,no,172,yes,no,14,jul,223,1,-1,0,no
37,management,married,tertiary,no,665,yes,no,14,may,322,5,-1,0,no
32,services,married,secondary,no,-520,yes,no,9,apr,131,3,-1,0,no
45,self-employed,married,secondary,no,143,yes,no,30,jan,315,2,264,1,no
20,blue-collar,single,secondary,no,297,yes,no,18,jul,473,1,-1,0,no
36,technician,married,secondary,no,-4,yes,no,19,jun,434,2,-1,0,no
31,blue-collar,single,secondary,no,753,yes,no,7,may,192,1,-1,0,no
52,admin.,married,secondary,no,-10,yes,no,20,jun,234,3,-1,0,no
31,management,single,tertiary,no,-8,yes,no,13,may,115,2,-1,0,no
30,entrepreneur,single,tertiary,no,148,yes,no,19,jun,169,2,-1,0,no
43,unemployed,married,secondary,no,239,yes,no,30,may,164,3,-1,0,no
67,management,married,tertiary,no,-151,yes,no,9,apr,191,2,295,1,no
43,entrepreneur,married,secondary,no,1038,yes,no,20,apr,131,1,-1,0,no
37,management,married,tertiary,no,-938,yes,no,21,jun,100,16,-1,0,no
33,services,married,secondary,no,3242,no,no,11,aug,580,1,-1,0,yes
39,blue-collar,married,secondary,no,313,yes,no,13,may,72,2,-1,0,no
39,admin.,married,secondary,no,-22,yes,no,14,may,179,1,-1,0,no
39,services,married,secondary,no,6,no,no,6,jun,427,1,-1,0,no
46,unemployed,married,secondary,no,170,no,no,7,jun,133,2,-1,0,no
50,housemaid,married,secondary,no,459,no,no,31,nov,170,1,-1,0,no
49,services,married,secondary,no,361,no,no,17,nov,413,4,-1,0,no
44,management,married,tertiary,no,1870,yes,no,17,nov,695,1,-1,0,yes
57,management,married,tertiary,no,5,no,no,23,aug,59,9,-1,0,no
30,entrepreneur,married,secondary,no,-194,yes,no,14,jul,241,3,-1,0,no
44,housemaid,married,secondary,no,-54,no,no,17,nov,98,1,159,2,no
46,admin.,married,secondary,no,575,yes,no,4,aug,114,1,-1,0,no
31,technician,single,tertiary,no,2847,no,no,12,aug,191,1,-1,0,yes
26,management,single,tertiary,no,646,yes,no,18,jul,80,3,-1,0,no
37,retired,married,secondary,no,-194,yes,no,11,may,203,1,-1,0,no
29,management,single,tertiary,no,230,no,no,6,jul,110,5,-1,0,no
40,management,married,tertiary,no,84,yes,no,29,may,64,1,-1,0,no
44,admin.,married,secondary,no,554,yes,no,4,may,134,1,-1,0,no
45,technician,married,secondary,no,2558,yes,no,21,jul,144,1,-1,0,no
58,retired,married,primary,no,718,no,no,29,jul,297,2,-1,0,no
59,retired,married,primary,no,550,no,no,20,jun,415,1,-1,0,no
32,blue-collar,married,primary,no,-124,yes,no,14,may,88,1,-1,0,no
33,management,married,tertiary,no,213,no,no,29,jan,402,3,-1,0,no
39,blue-collar,married,secondary,no,150,yes,no,8,may,129,5,-1,0,no
33,blue-collar,married,primary,no,4,no,no,23,jul,136,1,-1,0,no
36,services,married,secondary,no,49,yes,no,7,may,107,2,266,1,no
50,entrepreneur,married,secondary,no,428,yes,no,19,jun,78,5,-1,0,no
47,housemaid,married,secondary,no,477,no,no,28,aug,113,2,-1,0,no
29,technician,single,secondary,no,425,yes,no,5,aug,111,2,-1,0,no
40,technician,married,secondary,no,348,no,no,11,jun,172,2,-1,0,no
52,blue-collar,married,secondary,no,1011,no,no,9,jun,172,1,-1,0,no
42,blue-collar,married,secondary,no,574,yes,no,5,may,222,2,355,1,no
39,blue-collar,married,primary,no,17,no,no,23,nov,579,1,-1,0,no
53,housemaid,married,secondary,no,-110,yes,no,14,jul,205,7,-1,0,no
26,technician,single,tertiary,no,416,yes,no,3,feb,82,1,-1,0,no
31,admin.,single,secondary,no,-70,yes,no,29,may,296,2,-1,0,no
27,blue-collar,married,primary,no,202,yes,no,8,jul,135,2,-1,0,no
40,entrepreneur,married,tertiary,no,929,yes,no,6,may,268,1,-1,0,no
34,blue-collar,married,primary,no,71,yes,no,11,aug,195,1,-1,0,no
46,services,married,secondary,no,521,no,no,25,jan,106,2,-1,0,no
57,retired,married,secondary,no,-473,yes,no,18,jun,128,1,-1,0,no
30,technician,single,tertiary,no,2186,yes,no,9,may,36,1,-1,0,no
45,admin.,married,secondary,no,-28,no,no,31,jul,476,7,-1,0,no
48,entrepreneur,married,secondary,no,307,yes,no,17,jun,88,2,-1,0,no
36,management,married,tertiary,no,51,no,no,26,nov,374,2,-1,0,no
37,management,married,secondary,no,297,yes,no,5,may,455,2,-1,0,no
33,blue-collar,married,primary,no,251,yes,yes,26,may,176,1,-1,0,no
58,management,married,tertiary,no,23,yes,no,14,may,165,1,-1,0,no
23,technician,single,secondary,no,323,yes,no,4,may,103,3,322,1,no
49,blue-collar,married,primary,no,919,no,no,11,jun,188,8,-1,0,no
29,blue-collar,single,primary,no,4139,yes,no,18,aug,149,1,-1,0,no
58,admin.,married,secondary,no,0,yes,no,5,may,174,2,-1,0,no
33,admin.,single,secondary,no,104,yes,no,6,may,131,3,366,1,no
30,blue-collar,single,primary,no,62,yes,no,4,may,119,1,-1,0,no
32,admin.,married,secondary,no,511,yes,no,6,may,242,1,-1,0,no
33,management,single,tertiary,no,2300,no,no,21,jul,75,1,-1,0,no
41,services,married,secondary,no,558,yes,no,22,jul,51,10,-1,0,no
52,unemployed,married,secondary,no,536,no,no,15,apr,499,1,-1,0,no
41,technician,married,secondary,no,22,no,no,7,jul,177,1,-1,0,no
39,admin.,married,secondary,no,387,yes,no,8,may,244,1,-1,0,no
32,management,single,tertiary,no,552,yes,no,12,may,412,1,-1,0,no
35,blue-collar,married,primary,no,392,no,no,6,jul,851,2,-1,0,yes
49,management,married,tertiary,no,279,yes,no,31,jul,120,28,-1,0,no
32,housemaid,single,secondary,no,44,no,no,6,jun,159,2,-1,0,no
54,housemaid,married,,no,1400,no,no,28,jan,149,3,-1,0,no
52,technician,married,secondary,no,590,no,yes,8,jul,170,1,-1,0,no
51,blue-collar,married,primary,no,373,yes,no,4,jun,830,2,-1,0,no
34,admin.,married,secondary,no,429,yes,no,18,nov,175,2,178,1,no
37,services,married,secondary,no,97,no,no,3,feb,131,1,-1,0,no
55,retired,married,secondary,no,-408,yes,no,19,jan,54,1,216,2,no
44,technician,married,secondary,no,297,yes,yes,21,jul,136,2,-1,0,no
42,admin.,married,secondary,no,-469,no,no,19,jun,28,3,-1,0,no
42,management,married,tertiary,no,-210,yes,no,29,apr,206,1,265,1,no
54,management,married,tertiary,no,395,no,no,13,jun,120,2,-1,0,no
33,blue-collar,married,primary,no,540,no,no,4,jun,796,4,-1,0,no
45,technician,married,secondary,no,1249,no,no,6,jun,243,5,-1,0,no
35,management,married,tertiary,no,278,yes,no,18,apr,241,3,-1,0,no
39,admin.,married,secondary,no,585,yes,no,23,nov,279,2,194,16,no
39,management,single,tertiary,no,577,no,no,5,sep,69,1,-1,1,no
35,admin.,married,secondary,no,838,yes,no,15,jul,313,5,-1,0,no
47,admin.,married,secondary,no,12,yes,no,14,may,36,1,378,1,no
36,admin.,married,secondary,no,825,no,no,21,jul,338,4,-1,0,no
34,self-employed,married,secondary,no,-210,yes,no,20,may,180,1,-1,0,no
46,entrepreneur,married,secondary,no,145,no,no,15,may,71,1,-1,0,no
60,management,married,tertiary,no,2116,yes,no,20,apr,70,1,-1,0,no
41,management,married,tertiary,no,377,yes,no,6,may,154,1,169,1,no
27,management,single,tertiary,no,1856,no,no,21,nov,180,1,-1,0,no
37,blue-collar,married,primary,no,2907,no,no,6,may,51,1,-1,0,no
25,student,single,secondary,no,200,no,no,26,may,168,3,-1,0,no
41,management,married,tertiary,no,3279,no,no,4,jun,145,1,-1,0,no
39,self-employed,married,tertiary,no,100,yes,no,15,jul,117,1,-1,0,no
58,technician,married,secondary,no,468,no,no,30,jul,116,5,-1,0,no
29,management,single,tertiary,no,2227,no,no,2,may,173,1,-1,0,no
32,blue-collar,married,primary,no,109,yes,no,6,may,353,5,-1,0,no
36,unemployed,single,secondary,no,713,no,no,9,jun,633,2,-1,0,yes
32,admin.,single,secondary,no,464,no,no,28,may,157,1,-1,0,no
38,management,married,tertiary,no,-205,yes,no,6,jun,189,3,-1,0,no
38,admin.,married,secondary,no,500,yes,no,8,may,259,1,-1,0,no
33,technician,married,secondary,no,95,yes,no,18,may,302,1,-1,0,no
32,technician,single,secondary,no,-16,no,no,5,jun,205,1,-1,0,no
26,services,single,secondary,no,6,yes,no,29,may,168,3,-1,0,no
40,services,married,secondary,no,509,yes,no,18,jul,157,2,-1,0,no
50,blue-collar,married,primary,no,2703,yes,no,16,may,51,1,-1,0,no
33,admin.,single,secondary,no,4066,no,no,18,nov,220,1,-1,0,yes
34,technician,single,secondary,no,920,no,no,6,feb,426,1,-1,0,yes
36,technician,married,secondary,no,-573,yes,no,29,jan,126,2,192,5,no
45,admin.,married,secondary,no,2198,yes,no,19,nov,458,1,182,4,yes
32,self-employed,married,tertiary,no,246,yes,no,11,jun,147,2,-1,0,no
46,management,married,tertiary,no,111,no,no,16,may,168,1,-1,0,no
44,technician,married,secondary,no,3242,yes,no,20,nov,190,1,-1,0,no
42,management,married,tertiary,no,346,yes,no,10,jul,198,1,-1,0,no
35,management,married,tertiary,no,542,yes,no,15,may,107,2,-1,0,no
29,management,single,tertiary,no,-67,yes,no,7,may,162,4,-1,0,no
43,blue-collar,married,primary,no,2695,no,no,19,nov,520,1,-1,0,yes
62,housemaid,married,primary,no,2,no,no,14,may,316,1,-1,0,no
32,services,single,secondary,no,108,yes,no,14,may,176,1,339,1,no
44,self-employed,married,tertiary,no,243,no,no,7,jun,271,5,-1,0,no
56,admin.,married,secondary,no,-345,no,no,6,jul,86,1,-1,0,no
39,management,married,tertiary,no,15,no,no,11,aug,600,1,-1,0,yes
38,services,married,secondary,no,2,no,no,20,nov,165,3,-1,0,no
59,technician,married,secondary,no,53,no,no,16,may,22,5,-1,0,no
33,technician,single,secondary,no,1174,no,no,26,nov,666,6,179,9,yes
34,management,married,tertiary,no,190,yes,no,20,may,522,2,-1,0,no
44,technician,married,secondary,no,68,yes,no,15,may,216,3,-1,0,no
26,management,single,secondary,no,365,no,no,14,may,77,2,-1,0,no
40,blue-collar,married,secondary,no,467,yes,no,17,nov,138,1,89,2,no
42,blue-collar,married,secondary,no,-434,no,no,14,may,81,3,366,6,no
55,self-employed,married,secondary,no,596,no,no,23,may,294,2,-1,0,no
40,technician,married,tertiary,no,466,no,no,11,jul,159,4,-1,0,no
56,retired,married,primary,no,-32,no,no,23,nov,85,2,-1,0,no
32,admin.,single,secondary,no,517,no,no,9,jun,317,3,-1,0,no
43,management,married,tertiary,no,2654,yes,no,11,feb,31,2,126,3,no
60,management,married,tertiary,no,609,yes,no,18,aug,157,2,-1,0,no
26,management,single,tertiary,no,491,no,no,2,sep,150,2,183,1,no
45,management,married,tertiary,no,-194,no,no,19,jun,202,4,-1,0,no
52,retired,married,secondary,no,297,yes,no,16,jul,421,4,-1,0,no
45,unemployed,married,secondary,no,18,no,no,22,nov,483,3,-1,0,no
45,technician,married,secondary,no,178,yes,no,16,jul,518,1,-1,0,no
46,services,married,secondary,no,415,no,no,29,jul,120,2,-1,0,no
34,services,single,secondary,no,30,no,no,5,jun,291,8,-1,0,no
57,management,married,tertiary,no,453,no,no,21,nov,157,3,-1,0,no
36,blue-collar,married,primary,no,2821,yes,no,2,feb,742,1,-1,0,yes
33,technician,married,secondary,no,659,yes,no,11,jan,300,2,247,2,no
54,technician,married,secondary,no,-238,yes,no,25,jul,218,1,-1,0,no
58,retired,married,secondary,no,849,yes,no,19,jun,190,1,-1,0,no
59,management,married,primary,no,192,no,no,29,aug,110,1,-1,0,no
48,services,married,secondary,no,682,yes,no,14,jul,136,3,-1,0,no
40,blue-collar,married,secondary,no,160,yes,no,16,may,246,2,-1,0,no
35,management,single,tertiary,no,-28,no,no,29,jul,227,1,-1,0,no
48,technician,married,secondary,no,501,yes,no,17,jun,219,2,-1,0,no
57,admin.,married,secondary,no,4075,no,no,4,feb,346,1,-1,0,yes
56,housemaid,married,secondary,no,-111,yes,no,23,jul,247,3,-1,0,no
47,technician,married,secondary,no,465,yes,no,14,may,328,4,-1,0,no
46,services,married,secondary,no,150,yes,no,6,jun,92,5,-1,0,no
34,technician,married,secondary,no,0,no,no,21,jun,224,2,-1,0,no
29,admin.,single,secondary,no,581,yes,no,21,nov,128,2,189,1,no
39,management,married,tertiary,no,3108,no,no,6,aug,132,1,-1,0,no
37,services,married,secondary,no,285,yes,no,14,jul,414,2,-1,0,no
45,blue-collar,married,secondary,no,559,no,no,15,may,130,2,-1,0,no
33,management,married,tertiary,no,239,yes,no,8,jun,84,2,-1,0,no
53,admin.,married,secondary,no,405,yes,no,5,aug,264,1,-1,0,no
44,blue-collar,married,secondary,no,389,yes,yes,5,jun,207,1,-1,0,no
51,blue-collar,married,primary,no,4519,no,no,17,jun,172,2,-1,0,no
51,admin.,married,secondary,no,-2,no,no,28,aug,104,10,-1,0,no
50,technician,married,secondary,no,-2,no,no,19,aug,130,1,-1,0,no
42,blue-collar,married,primary,no,-121,no,no,21,nov,416,3,191,2,no
32,blue-collar,married,primary,no,-29,yes,no,17,jun,218,8,-1,0,no
47,blue-collar,married,,no,391,no,no,11,jun,103,8,-1,0,no
36,services,married,secondary,no,-30,no,no,28,jan,311,2,-1,0,no
33,technician,married,secondary,no,29,yes,no,20,apr,395,1,361,1,no
35,services,married,secondary,no,-368,yes,no,7,jul,68,1,-1,0,no
30,blue-collar,single,secondary,no,794,no,no,7,aug,207,1,-1,0,no
38,services,married,secondary,no,670,yes,no,9,may,196,1,-1,0,no
58,blue-collar,married,primary,no,107,no,no,9,apr,124,2,-1,0,no
38,services,married,secondary,no,221,yes,no,6,may,276,2,-1,0,no
37,services,married,secondary,no,-111,yes,no,7,may,92,5,-1,0,no
48,technician,married,secondary,no,641,no,yes,11,jul,155,2,-1,0,no
31,management,single,tertiary,no,1623,no,no,24,oct,171,1,-1,0,no
39,admin.,married,secondary,no,314,yes,no,22,apr,148,3,-1,0,no
32,housemaid,married,secondary,no,-19,no,no,19,jun,254,4,-1,0,no
41,blue-collar,married,secondary,no,559,no,no,9,apr,192,2,-1,0,no
56,retired,married,tertiary,no,2917,no,no,12,aug,98,1,192,1,yes
43,entrepreneur,married,secondary,no,992,no,no,2,jun,322,1,-1,0,no
55,management,married,tertiary,no,4085,no,no,1,jun,177,2,-1,0,no
21,admin.,single,secondary,no,-179,yes,no,15,may,429,7,-1,0,no
28,blue-collar,single,secondary,no,898,yes,no,7,jul,625,1,-1,0,yes
56,blue-collar,married,primary,no,74,no,no,11,jul,92,5,-1,0,no
34,admin.,married,secondary,no,-289,no,no,24,jun,123,2,-1,0,no
27,blue-collar,married,secondary,no,967,yes,no,20,jul,477,1,-1,0,no
33,services,married,secondary,no,31,no,no,18,jun,669,5,-1,0,no
27,services,single,secondary,no,4,yes,yes,6,jul,115,1,-1,0,no
51,management,married,tertiary,no,473,yes,no,5,apr,154,1,230,1,no
36,self-employed,married,secondary,no,242,no,no,20,jul,309,3,-1,0,no
32,technician,married,secondary,no,62,yes,no,7,jul,413,2,-1,0,no
30,management,married,tertiary,no,828,yes,no,10,jul,196,2,-1,0,no
20,management,single,secondary,no,415,no,no,6,jun,558,1,-1,0,no
38,technician,married,secondary,no,222,no,no,17,jun,254,1,-1,0,yes
43,blue-collar,married,secondary,no,-4,yes,no,16,apr,158,3,-1,0,no
33,management,married,tertiary,no,376,yes,no,28,may,135,2,-1,0,no
38,blue-collar,married,primary,no,798,no,yes,23,jan,76,1,-1,0,no
35,blue-collar,married,secondary,no,71,no,no,25,jul,83,10,-1,0,no
32,blue-collar,married,secondary,no,499,yes,no,6,jul,405,1,-1,0,no
24,management,single,secondary,no,22,no,no,27,aug,173,2,-1,0,no
22,technician,single,secondary,no,694,no,no,14,may,773,1,114,1,yes
33,management,married,tertiary,no,27,yes,yes,15,may,256,1,-1,0,no
22,technician,single,secondary,no,145,yes,no,19,may,144,1,-1,0,no
49,admin.,married,secondary,no,1840,yes,no,29,jan,169,3,267,2,no
35,admin.,married,secondary,no,427,yes,no,15,may,433,4,-1,0,no
36,admin.,married,secondary,no,832,yes,no,15,jul,550,7,-1,0,no
31,blue-collar,married,primary,no,150,no,no,24,jun,355,1,-1,0,no
36,admin.,married,secondary,no,3572,yes,no,20,aug,671,1,180,0,yes
41,management,married,tertiary,no,-3,yes,no,20,nov,441,1,143,1,no
48,housemaid,married,secondary,no,-46,no,no,24,aug,199,1,-1,0,no
32,services,married,secondary,no,125,yes,no,20,aug,353,2,-1,0,no
33,unemployed,single,secondary,no,754,no,no,5,oct,419,1,158,1,yes
45,services,married,secondary,no,501,no,no,26,aug,217,2,-1,0,no
41,management,married,tertiary,no,611,yes,no,18,may,89,1,-1,0,no
44,technician,married,secondary,no,7,no,no,22,nov,80,2,-1,0,no
34,blue-collar,married,primary,no,300,yes,no,20,may,331,2,-1,0,no
40,management,married,tertiary,no,354,no,no,18,nov,336,4,-1,0,no
31,housemaid,single,,no,3543,no,no,15,mar,94,1,-1,0,yes
55,technician,married,secondary,no,13,no,yes,6,jun,246,2,-1,0,no
31,blue-collar,married,secondary,no,435,yes,no,25,jul,154,5,-1,0,no
31,services,married,secondary,no,649,yes,no,18,may,127,2,-1,0,no
29,blue-collar,married,primary,no,49,yes,no,7,may,448,5,-1,0,no
31,blue-collar,married,secondary,no,160,no,no,17,jul,420,1,-1,0,no
34,services,single,secondary,no,332,yes,no,6,may,439,2,324,1,no
34,management,single,tertiary,no,8,yes,no,6,may,392,2,-1,0,no
43,management,married,tertiary,no,1799,no,no,27,may,377,1,89,4,yes
39,technician,married,secondary,no,274,yes,no,16,jun,139,3,-1,0,no
44,self-employed,married,tertiary,no,-293,no,no,12,jun,173,4,-1,0,no
30,blue-collar,married,secondary,no,59,yes,yes,7,may,419,1,-1,0,no
30,blue-collar,married,secondary,no,67,yes,yes,11,jul,592,1,-1,0,no
40,entrepreneur,married,secondary,no,203,no,yes,7,jul,49,1,-1,0,no
34,management,single,tertiary,no,56,no,no,21,jul,158,1,-1,0,no
43,technician,married,tertiary,no,124,no,no,11,jun,311,4,-1,0,no
